id,added,edited,beerdb_id,name,brewer,style,edition,abv,calories_oz,carbs_oz,original_gravity,specific_gravity,description,image,untappd_beer_id
1,2013-07-09 00:09:21.369094+00:00,2013-07-09 00:09:21.668461+00:00,,(512) Wit,2,68,,5.2000000000000002,,,,,"Made in the style of the Belgian wheat beers that are so refreshing, (512) Wit is a hazy ale spiced with coriander and domestic grapefruit peel. 50% US Organic 2-row malted barley and 50% US unmalted wheat and oats make this a light, crisp ale well suited for any occasion.",,
2,2013-07-09 00:09:21.694047+00:00,2013-07-09 00:09:21.698878+00:00,,(512) Pale,2,27,,5.7999999999999998,,,,,"With Organic 2-row malted barley, (512) Pale is a copper colored American Pale Ale that balances earthy hop bitterness and hop flavor with a rich malty body.",,
3,2013-07-09 00:09:21.731116+00:00,2013-07-09 00:09:21.739359+00:00,,(512) IPA,2,32,,7.0,,,,,"(512) India Pale Ale is a big, aggressively dry-hopped American IPA with smooth bitterness (~65 IBU) balanced by medium maltiness. Organic 2-row malted barley, loads of hops, and great Austin water create an ale with apricot and vanilla aromatics that lure you in for more.",,
4,2013-07-09 00:09:21.747923+00:00,2013-07-09 00:09:21.784175+00:00,,(512) Pecan Porter,2,26,,6.7999999999999998,,,,,"Nearly black in color, (512) Pecan Porter is made with Organic US 2-row and Crystal malts along with BairdÃ¢â‚¬â„¢s Chocolate and Black malts. Its full body and malty sweetness are balanced with subtle pecan aroma and flavor from locally grown pecans. Yet another true Austin original!",,
5,2013-07-09 00:09:21.808877+00:00,2013-07-09 00:09:21.851200+00:00,,(512) ALT,2,58,,6.0,,,,,"(512) ALT is a German-style amber ale that is fermented cooler than typical ales and cold conditioned like a lager. ALT means Ã¢â‚¬Å“oldÃ¢â‚¬Â in German and refers to a beer style made using ale yeast after many German brewers had switched to newly discovered lager yeast. This ale has a very smooth, yet pronounced, hop bitterness with a malty backbone and a characteristic German yeast character. Made with 98% Organic 2-row and Munch malts and US noble hops.",,
6,2013-07-09 00:09:21.906975+00:00,2013-07-09 00:09:21.951120+00:00,,(512) Bruin,2,39,,7.5999999999999996,,,,,"At once cuddly and ferocious, (512) BRUIN combines a smooth, rich maltiness and mahogany color with a solid hop backbone and stealthy 7.6% alcohol. Made with Organic 2 Row and Munich malts, plus Chocolate and Crystal malts, domestic hops, and a touch of molasses, this brew has notes of raisins, dark sugars, and cocoa, and pairs perfectly with food and the crisp fall air.",,
7,2013-07-09 00:09:21.983721+00:00,2013-07-09 00:09:22.006787+00:00,,(512) Whiskey Barrel Aged Double Pecan Porter,2,26,,8.1999999999999993,,,,,"Our first barrel project is in kegs and on itÃ¢â‚¬â„¢s way to beer bars around Austin. This is a bigger, bolder version of our mainstay Pecan Porter, with a richer finish. Two months on recently emptied Jack Daniels select barrels imparted a wonderful vanilla character from the oak and a pleasant amount of whiskey nose and flavor. All in all, IÃ¢â‚¬â„¢m really proud of the hard work and effort put into this beer. Our first attempt at brewing it and our first attempt at managing barrels has paid off for everyone! Seek out this beer, but donÃ¢â‚¬â„¢t put it off. There is a very limited number of kegs available and it might go fastÃ¢â‚¬Â¦",,
8,2013-07-09 00:09:22.049844+00:00,2013-07-09 00:09:22.070656+00:00,,One,2,66,,8.0,,,,,"Our first anniversary release is a Belgian-style strong ale that is amber in color, with a light to medium body. Subtle malt sweetness is balanced with noticeable hop flavor, light raisin and mildly spicy, cake-like flavors, and is finished with local wildflower honey aromas. Made with 80% Organic Malted Barley, Belgian Specialty grains, Forbidden Fruit yeast, domestic hops and Round Rock local wildflower honey, this beer is deceptively high in alcohol. ",,
9,2013-07-09 00:09:22.097771+00:00,2013-07-09 00:09:22.116863+00:00,,South Park Blonde,3,38,,5.0,,,,,"Light golden color. Sweet dry aroma with crisp, clear bitterness. Brewed with imported German hops.The perfect beer to have when you'd like to have more than one.",,
10,2013-07-09 00:09:22.172731+00:00,2013-07-09 00:09:22.195672+00:00,,Bitter American,3,5,,3.6000000000000001,,,,,"An American session beer. Loaded with hop character and a malty presence, but lower in alcohol.",,
11,2013-07-09 00:09:22.223732+00:00,2013-07-09 00:09:22.283298+00:00,,Watermelon Wheat,3,71,,5.5,,,,,"The definition of summer in a pint glass. This unique, American-style wheat beer, is brewed with 400 lbs. of fresh pressed watermelon in each batch. Light turbid, straw color, with the taste and essence of fresh watermelon. Finishes dry and clean. Now Available in Cans!",,
12,2013-07-09 00:09:22.298499+00:00,2013-07-09 00:09:22.314978+00:00,,Amendment Pale Ale,3,27,,5.2000000000000002,,,,,"Rich golden hue color. Floral hop with sweet malt aroma. Medium mouth feel with malt sweetness, hop quenching flavor and well-balanced bitterness.",,
13,2013-07-09 00:09:22.349463+00:00,2013-07-09 00:09:22.383504+00:00,,Potrero ESB,3,5,,5.2000000000000002,,,,,Traditional English E.S.B. made with English malt and hops. Fruity aroma with an imparted tart flavor brought about by replicating the water profile in England at Burton on Trent.,,
14,2013-07-09 00:09:22.408934+00:00,2013-07-09 00:09:22.491969+00:00,,North Star Red,3,34,,5.7999999999999998,,,,,Deep amber color. Subtle hop floral nose intertwined with sweet crystal malt aromas. Rich malt flavors supporting a slight bitterness finish.,,
15,2013-07-09 00:09:22.530538+00:00,2013-07-09 00:09:22.551174+00:00,,General Pippo's Porter,3,26,,5.5,,,,,Deep toffee color with rich roasty and subtle hop aroma. Chocolate flavors dominate the palate and interact with back-end sweetness.,,
16,2013-07-09 00:09:22.572660+00:00,2013-07-09 00:09:22.593744+00:00,,21A IPA,3,32,,7.2000000000000002,,,,,Deep golden color. Citrus and piney hop aromas. Assertive malt backbone supporting the overwhelming bitterness. Dry hopped in the fermenter with four types of hops giving an explosive hop aroma. Many refer to this IPA as Nectar of the Gods. Judge for yourself. Now Available in Cans!,,
17,2013-07-09 00:09:22.616194+00:00,2013-07-09 00:09:22.637277+00:00,,Oyster Point Oyster Stout,3,43,,5.9000000000000004,,,,,"Deep black color. Chocolate milk color head, providing an array of Belgian lace. Toffee and light roasty aromas and flavors. A malty sweet taste is evident but, this rich oatmeal based stout finishes dry. Made with 20 lbs. of oysters, in the boil, from our good friends at Hog Island Oyster Company.",,
18,2013-07-09 00:09:22.669969+00:00,2013-07-09 00:09:22.683461+00:00,,563 Stout,3,43,,5.0,,,,,"Deep black color, toasted black burnt coffee flavors and aroma. Dispensed with Nitrogen through a slow-flow faucet giving it the characteristic cascading effect, resulting in a rich dense creamy head.",,
19,2013-07-09 00:09:22.748300+00:00,2013-07-09 00:09:22.770406+00:00,,Double Trouble IPA,3,33,,9.8000000000000007,,,,,"Deep, golden, rich malt flavor huge citrus, fruity grassy, ethanol sweetness aroma with a profound bitterness, yet balanced malt back bone with grapefruit, mellow citric overtones. Dry hopped three times in the fermenter. Brewed with over 65 lbs of hops for 300 gallons of beer. The beer to bring world peace and end the war. Bronze Medal - 2006 Imperial IPA Festival at the Bistro in Hayward, California.",,
20,2013-07-09 00:09:22.784541+00:00,2013-07-09 00:09:22.809877+00:00,,Oude Geuze,4,71,,6.0,,,,,,,
21,2013-07-09 00:09:22.827323+00:00,2013-07-09 00:09:22.850082+00:00,,Drie Fonteinen Kriek,4,71,,5.0,,,,,,,
22,2013-07-09 00:09:22.875508+00:00,2013-07-09 00:09:22.891557+00:00,,Classic Special Brew,5,96,,,,,,,,,
23,2013-07-09 00:09:22.918961+00:00,2013-07-09 00:09:22.939965+00:00,,Juleøl,5,30,,5.9000000000000004,,,,,"The Norwegian Juleøl can be traced back more that 1000 years. The \Gulatinglov\""",,
24,2013-07-09 00:09:22.981579+00:00,2013-07-09 00:09:23.068388+00:00,,Bock Beer,5,91,,5.9000000000000004,,,,,"The Aass Bock is a dark \lager\"" also produced in accordance with the \""Purity law\"". 

The malted barely is produced in the Scandinavian countries. It is a combination of bayer-",,
25,2013-07-09 00:09:23.105267+00:00,2013-07-09 00:09:23.145685+00:00,,Genuine Pilsner,5,78,,5.5,,,,,"The Aass Genuine Pilsner is a premium \lager\"" produced in accordance with the \""Purity law\"". The malted barely is a pilsnermalt produced in the Sandinavian countries. We use the very best of hops known under the name as Sazer and Hallertau",,
26,2013-07-09 00:09:23.170483+00:00,2013-07-09 00:09:23.228124+00:00,,Gull Classic,5,96,,5.5,,,,,"\Aass Classic\"" is a classical \""lager\"" The beer is slightly darker in color than our Genuine Pilsner. It is of course produced in accordance with the \""Purity law\"". 

The malted barely is produced in the Scadinavian countries. It is a combination of pilsner-",,
27,2013-07-09 00:09:23.252089+00:00,2013-07-09 00:09:23.278365+00:00,,Brune (Brown),6,1,,6.7999999999999998,,,,,"Dark brown with a nice tan head.
Sweet and aromatic.
Smooth and best served cold from a goblet or chalice.

I have had this on tab, in a 12oz bottle and 1 liter bottle.  It is very common on to be on tap in Belgium and Paris as well as in a bottle in the UK.

I have not seen it in the US nor can I find a distributor that could get it.",,
28,2013-07-09 00:09:23.329934+00:00,2013-07-09 00:09:23.361461+00:00,,Leffe Blonde,6,38,,6.5999999999999996,,,,,,,
29,2013-07-09 00:09:23.379087+00:00,2013-07-09 00:09:23.427813+00:00,,10,7,62,,10.0,,,,,Moortgat's Maredsous 10 is an orangy-blond big sweet tripel nudging into a barley wine.,,
30,2013-07-09 00:09:23.487930+00:00,2013-07-09 00:09:23.516693+00:00,,8,7,61,,8.0,,,,,Moortgat's Maredsous 8 is a fine strong dubbel that is sweet when young but develops a stout like flavour as it ages.,,
31,2013-07-09 00:09:23.546169+00:00,2013-07-09 00:09:23.569355+00:00,,6,7,38,,6.0,,,,,"Blonde Ales are one of the fastest growing beer styles in Belgium, France and the UK. Moorgat's Maredsous 6 is an easy drinking Blonde with a balance of graininess and aromatic hop.",,
32,2013-07-09 00:09:23.637701+00:00,2013-07-09 00:09:23.710764+00:00,,Rochefort 10,8,63,,11.300000000000001,,,,,"Reddish-brown colour, with a very compact head and an aroma of figs, feels like honey in the mouth. The alcohol profile is a major component in the flavour of this rich ale. It is very similar to 6 and 8, but has much more of everything. Some may find the high alcohol content to be disagreeable.",,
33,2013-07-09 00:09:23.751977+00:00,2013-07-09 00:09:23.779735+00:00,,Rochefort 6,8,30,,7.5,,,,,"eddish colour, almost like autumn leaves, very consistent texture with a slightly spicy aroma and an intense taste of caramel, fruit, and hints of raisins. It is only brewed about once per year, representing approximately 1% of total beer production, thus is quite difficult to obtain.",,
34,2013-07-09 00:09:23.806343+00:00,2013-07-09 00:09:23.839188+00:00,,Rochefort 8,8,1,,9.1999999999999993,,,,,"Yellowish-brown colour, with a more pronounced aroma, more fruits and a slight amount of Demi-Sec. This variety constitutes the largest proportion of production.",,
35,2013-07-09 00:09:23.894109+00:00,2013-07-09 00:09:23.937095+00:00,,Scottish Ale,10,1,,4.7999999999999998,,,,,,,
36,2013-07-09 00:09:23.970491+00:00,2013-07-09 00:09:23.992010+00:00,,Purple Haze,11,117,,,,,,,"Purple Haze is a crisp, American style wheat beer with raspberry puree added after filtration. Therefore, you may see raspberry pulp in the beer. The raspberries provide the lager with a subtle purple coloration and haze, a fruity aroma, and a tartly sweet taste.",,
37,2013-07-09 00:09:24.029056+00:00,2013-07-09 00:09:24.050898+00:00,,Abita Jockamo IPA,11,32,,6.5,,,,,,,
38,2013-07-09 00:09:24.081502+00:00,2013-07-09 00:09:24.094370+00:00,,Fall Fest,11,85,,,,,,,"Abita Fall Fest is an Octoberfest lager available September-November. It is brewed with German Hersbrucker hops and pale, crystal and chocolate malts.

The result is a full-bodied, malty beer with a strong hop character and a beautiful amber color.

Celebrate the season with Abita Fall Fest and your favorite German food",,
39,2013-07-09 00:09:24.118708+00:00,2013-07-09 00:09:24.161303+00:00,,Strawberry Harvest Lager,11,122,,,,,,,,,
40,2013-07-09 00:09:24.196767+00:00,2013-07-09 00:09:24.224783+00:00,,Abita Purple Haze,11,117,,4.75,,,,,"Purple Haze is a crisp, American style wheat beer with raspberry puree added after filtration. Therefore, you may see raspberry pulp in the beer. The raspberries provide the lager with a subtle purple coloration and haze, a fruity aroma, and a tartly sweet taste.",,
41,2013-07-09 00:09:24.240912+00:00,2013-07-09 00:09:24.261033+00:00,,Turbodog,11,30,,,,,,,"Abita Turbodog is a dark brown ale brewed with Willamette hops and a combination of British pale, crystal and chocolate malts.

This combination gives Turbodog its rich body and color and a sweet chocolate-toffee like flavor. Turbodog began as a specialty ale but has gained a huge loyal following and has become one of our three flagship brews.

Just a bit stronger than our other brews, so . . .beware of the dog!",,
42,2013-07-09 00:09:24.282943+00:00,2013-07-09 00:09:24.302511+00:00,,Restoration Pale Ale,11,27,,5.0,,,,,"Abita Restoration Pale Ale was created after the back-to-back hurricanes devastated Louisiana. With your help, the abita Brewing Company raised over $500,000 for hurricane relief. This brilliant, golden pale ale has a rich body, mild bitterness and a snappy, fresh citrus hop flavor and aroma. Cold filtered and brewed in small batches using no additives or preservatives, the Abita Company is proud to be Louisiana True.",,
43,2013-07-09 00:09:24.340062+00:00,2013-07-09 00:09:24.365236+00:00,,Satsuma Harvest Wit,11,68,,5.0999999999999996,,,,,"Real Louisiana Satsumas, golden wheat, oats and the finest barley create Abita Satsuma Harvest Wit. Pale and cloudy, like the haze on a hot summer day, this white beer has a sweet and subtle citrus flavor with a touch of spice that is cool and refreshing. 

Abita Satsuma Harvest Wit is very versatile and can compliment a number of dishes. This brew pairs well with salads, fish, shrimp and lobster, as long as the dishes are not too spicy. Thai dishes, which often have citric notes in their flavor profile, would also perfectly compliment the orange flavors in Abita Satsuma Harvest Wit.",,
44,2013-07-09 00:09:24.385930+00:00,2013-07-09 00:09:24.425736+00:00,,Andygator,11,93,,8.0,,,,,"The Andygator is a fearsome beast...much too big for any little bottle. Don't let his toothy grin, slightly sweet flavor and subtle fruit aroma fool you: this cold-blooded creature is a Helles Doppelbock that can sneak up on you. Sip, don't gulp and taste the wild of Abita Andygator",,
45,2013-07-09 00:09:24.476465+00:00,2013-07-09 00:09:24.486960+00:00,,Christmas Ale,11,39,,5.5,,,,,"Abita Christmas Ale is an American style Brown Ale. It is hopped with Willamette, Cascade, and Columbus hops and has a good hop flavor and aroma.",,
46,2013-07-09 00:09:24.543698+00:00,2013-07-09 00:09:24.566311+00:00,,Abita Amber,11,83,,,,,,,"Abita Amber is a Munich style lager. It has a smooth, malty, slightly caramel flavor and a rich amber color.",,
47,2013-07-09 00:09:24.585260+00:00,2013-07-09 00:09:24.637573+00:00,,S.O.S,11,78,,,,,,,Save Our Shores (S.O.S) is an unfiltered weizen pils and has a brilliant golden color. A Charitable Pilsner,,
48,2013-07-09 00:09:24.661218+00:00,2013-07-09 00:09:24.681549+00:00,,Abita Golden,11,96,,,,,,,"Abita Golden is a crisp, clean continental lager. Just four ingredients are all it takes.",,
49,2013-07-09 00:09:24.696346+00:00,2013-07-09 00:09:24.714335+00:00,,Abita Light Beer,11,97,,,,,,,"Uniquely hand-crafted using 100% all natural ingredients: The result is the smoothest, most flavorful light beer.",,
50,2013-07-09 00:09:24.728562+00:00,2013-07-09 00:09:24.766365+00:00,,Abbey Ale,11,2,,,,,,,Abbey Ale is a strong malty ale brewed in the style of the Trappist Monks. 22oz bottles only,,
51,2013-07-09 00:09:24.808177+00:00,2013-07-09 00:09:24.872066+00:00,,Wheat,11,83,,,,,,,"Abita Wheat is a lager, not ale, and contains a generous amount of wheat which produces a clean, simple flavor.",,
52,2013-07-09 00:09:24.897347+00:00,2013-07-09 00:09:24.936539+00:00,,Triple Citra Hopped Satsuma Wit,11,122,,,,,,,Similar to the Harvest Wit but with a lot more punch. A very pronounce citrus aroma with a triple hop flavor makes for one great beer.,,
53,2013-07-09 00:09:24.974161+00:00,2013-07-09 00:09:24.991254+00:00,,Honey Rye Ale,11,129,,,,,,,"This beer is not very bitter which allows the flavors of the rye and honey to come through. The result is a full bodied, sweet, and malty beer.",,
54,2013-07-09 00:09:25.023223+00:00,2013-07-09 00:09:25.060934+00:00,,Strawberry,11,122,,,,,,,Strawberry Harvest Lager is a wheat beer made with real Louisiana strawberries.,,
55,2013-07-09 00:09:25.072122+00:00,2013-07-09 00:09:25.099622+00:00,,Satsuma Wit,11,122,,,,,,,This Wit beer has a sweet and subtle citrus flavor with a touch of spice that is cool and refreshing.,,
56,2013-07-09 00:09:25.136955+00:00,2013-07-09 00:09:25.158720+00:00,,Broadside Ale,12,6,,6.2999999999999998,,,,,"Rich fruitcake aromas Ã¢â‚¬â€œ almonds, zest and conserved fruit. A wonderful balance of malt and hop flavours. A beer to savour and rich in flavour.",,
57,2013-07-09 00:09:25.179702+00:00,2013-07-09 00:09:25.184539+00:00,,Adnams Explorer,12,4,,5.5,,,,,A golden bitter suffused with the aromas of a grapefruit grove. The massive citrus attack will burst on your palate allowing all the flavours of the imported New World hops to deliver their fruity bitterness.,,
58,2013-07-09 00:09:25.193950+00:00,2013-07-09 00:09:25.198855+00:00,,Adnam's Suffolk Special Bitter,12,6,,4.5,,,,,"Adnams Suffolk Special Bitter, at 4.5% alcohol by volume, is a dry, crisp, refreshing, and distinctly hoppy example of its style.

This beer is also available in some markets in tradtional cask form, as Adnams Bitter. At only 3.7% alcohol, Adnams Bitter is the classic English 'ordinary,' though we think you'll agree that there's full of flavor.

Despite its rich heritage and enduring fame, Adnams is not a company willing to rest on its laurels. Its continued commitment to quality and innovative packaging designs has made it BritainÃ¢â‚¬â„¢s fastest growing brewery over the last two years. To top it off, AdnamsÃ¢â‚¬â„¢ head brewer was recently chosen as BritainÃ¢â‚¬â„¢s Brewer of the Year by a panel of his peers.",,
59,2013-07-09 00:09:25.280188+00:00,2013-07-09 00:09:25.302119+00:00,,Nut Brown Ale,12,39,,3.2000000000000002,,,,,,,
60,2013-07-09 00:09:25.327808+00:00,2013-07-09 00:09:25.350832+00:00,,Adnams Fisherman,12,34,,4.5,,,,,"The Winter seasonal from Adnams, Fisherman is described as an old ale. If your local pub has the good sense to serve cask beer, look for Fisherman on draught from January through March.

Clean and refreshing yet dark and mysterious, Fisherman is a deep coppery red, conjuring roasted nuts and dark chocolate, with a lingering taste of liquorice and dried fruits.",,
61,2013-07-09 00:09:25.359496+00:00,2013-07-09 00:09:25.383128+00:00,,Adnams Tally Ho,12,36,,7.5,,,,,"The original winter warmer, Tally-Ho is actually a barley wine brewed to a nineteenth century recipe. It's sweet; it's heart-warming; it's rich - but watch out, it's got a kick like a drayman's horse!",,
62,2013-07-09 00:09:25.407418+00:00,2013-07-09 00:09:25.427540+00:00,,Affligem Dubbel,13,61,,6.7999999999999998,,,,,"A reddish-brown abbey ale brewed with dark malts. The secondary fermentation gives a fruity aroma and a unique, spicy character with a distinctive aftertaste. Secondary fermentation in the bottle. Contains barley malt.",,
63,2013-07-09 00:09:25.471028+00:00,2013-07-09 00:09:25.492065+00:00,,Catfish Cream Ale,14,96,,5.0,,,,,,,
64,2013-07-09 00:09:25.506267+00:00,2013-07-09 00:09:25.523627+00:00,,Bourbon Imperial Stout,15,1,,,,,,,,,
65,2013-07-09 00:09:25.549889+00:00,2013-07-09 00:09:25.559694+00:00,,Witbier,15,1,,,,,,,,,
66,2013-07-09 00:09:25.604612+00:00,2013-07-09 00:09:25.610670+00:00,,Bavarian Bock,15,91,,,,,,,,,
67,2013-07-09 00:09:25.619350+00:00,2013-07-09 00:09:25.650652+00:00,,Heater,15,34,,,,,,,,,
68,2013-07-09 00:09:25.667927+00:00,2013-07-09 00:09:25.705269+00:00,,Harvest Brown,15,39,,,,,,,,,
69,2013-07-09 00:09:25.735036+00:00,2013-07-09 00:09:25.745834+00:00,,Brout,15,1,,,,,,,,,
70,2013-07-09 00:09:25.796293+00:00,2013-07-09 00:09:25.825342+00:00,,St. Martin Doppelbock,16,91,,7.5,,,,,,,
71,2013-07-09 00:09:25.859953+00:00,2013-07-09 00:09:25.887424+00:00,,Jubiläums German Pils,16,1,,,,,,,,,
72,2013-07-09 00:09:25.923990+00:00,2013-07-09 00:09:25.956917+00:00,,Irvington Porter,17,26,,,,,,,,,
73,2013-07-09 00:09:25.985144+00:00,2013-07-09 00:09:26.005236+00:00,,Alaskan Amber,18,14,,5.2999999999999998,,,,,"Alt. The name of this beer style comes from the German word \alt\"" meaning \""old\"". This refers to the aging that alts undergo since they ferment more slowly and at colder temperatures than most ales. Slow fermentation helps condition the flavors in Alaskan Amber",,
74,2013-07-09 00:09:26.030939+00:00,2013-07-09 00:09:26.057891+00:00,,Alaskan Pale,18,38,,5.2000000000000002,,,,,"Golden Ale. A blonde, lighter bodied beer with a floral aroma and a crisp, hoppy finish that's not bitter. The hop character of Alaskan Pale is due to dry hopping by hand during the fermentation process.

A clean, softly malted body with a hint of citrus overtones, followed by a hop-accented dry, crisp finish.

Alaskan Pale is made from glacier-fed water and a generous blend or European and Pacific Northwest hop varieties and premium two-row pale and specialty malts. Our water originates in the 1,500 square-mile Juneau Ice Field and the more than 90 inches or rainfall we receive each year.",,
75,2013-07-09 00:09:26.086124+00:00,2013-07-09 00:09:26.112680+00:00,,Alaskan Stout,18,22,,5.7000000000000002,,,,,"Oatmeal Stout. The origins of Oatmeal Stout go back hundreds of years when oats were added to Stouts to promote a healthier image than other beers available during that time period.

The unique blend of the oats and malts in Alaskan Stout produce a balanced, smooth beer with hints of coffee and caramel.

Alaskan Stout is made from glacier-fed water and a generous belnd of European and Pacific Northwest hop varieties and premium two-row and specialty malts. Our water originates in the 1,500 square-mile Juneau Ice Field and the from the more than 90 inches of rainfall Juneau receives each year.",,
76,2013-07-09 00:09:26.141729+00:00,2013-07-09 00:09:26.147698+00:00,,Alaskan ESB,18,6,,5.0,,,,,"Extra Special Bitter Ale. Alaskan ESB is darker and hoppier and is brewed and fermented at different temperatures than our popular Alt-style Amber. It has an exquisite copper color derived from Crystal malt and an aggressive, yet pleasant hop character.

Malty with roasted overtones, Alaskan ESB has a crisp finish resulting from the use of premium Northwest hops.

Alaskan ESB is made from glacier-fed water and a generous blend of the finest quality European and Pacific Northwest hop varieties and premium two-row and specialty malts. Our water originates in the 1,500 square-mile Juneau Ice Field and from the more than 90 inches of rainfall we receive each year.",,
77,2013-07-09 00:09:26.158232+00:00,2013-07-09 00:09:26.180109+00:00,,Alaskan IPA,18,32,,6.2000000000000002,,,,,"India Pale Ales are characterized by intense hop flavor and aroma accompanied by higher alcohol content. This style possesses medium maltiness and body while also being crisp and dry. Citrus flavors and aromas are moderate to very strong.

Alaskan IPA is honey gold in color with a fruity, citrus aroma. An enticing blend of hops and our dry hopping process, in which hops are added directly to tanks during fermentation, give this brew a very intense, complex aromatic character with a refreshing hop finish.

Alaskan IPA is made from glacier-fed water and a generous blend of the finest quality European and Pacific Northwest hop varieties and premium two-row and specialty malts. Our water originates in the 1,500-square-mile Juneau Ice Field and from more than 90 inches of rainfall each year.",,
78,2013-07-09 00:09:26.219502+00:00,2013-07-09 00:09:26.238576+00:00,,Alaskan Smoked Porter,18,26,,6.5,,,,,"Smoked Beer. Known as \rauchbier\"" in Germany",,
79,2013-07-09 00:09:26.269796+00:00,2013-07-09 00:09:26.288602+00:00,,Winter Ale,18,142,,6.4000000000000004,,,,,"English Olde Ale. Traditionally malty with the warming sensation of alcohol, Olde Ales are brewed in the fall as winter warmers.

Brewed in the style of an English Olde Ale, this ale balances the sweet heady aroma of spruce tips with the clean crisp finish of noble hops. Its malty richness is complemented by the warming sensation of alcohol.

Alaskan Winter is made from glacier-fed water, Sitka spruce tips and a generous blend of the finest quality European and Pacific Northwest hop varieties and specialty malts. Our water originates in the 1,500-square-mile Juneau Ice Field and from the more than 90 inches of rainfall we receive each year.",,
80,2013-07-09 00:09:26.301771+00:00,2013-07-09 00:09:26.336615+00:00,,Alaskan Summer Ale,18,1,,5.2999999999999998,,,,,"Based on the traditional style of Kölsch beer brewed in Cologne, Germany.

Alaskan Summer Ale balances a softly malted palate with the clean freshness of Hallertauer hops. In the tradition of the style, neither overpowers the other. Both hops and malt come together to refresh and renew the palate. The straw-gold color and easy drinkability are an enjoyable way to celebrate summer.

Alaskan Summer Ale is made from glacier-fed water and a generous blend of European and Pacific Northwest hop varieties and premium two-row and specialty malts. Our water originates in the 1,500 square-mile Juneau Ice Field and from the more than 90 inches of rainfall Juneau receives each year.",,
81,2013-07-09 00:09:26.364816+00:00,2013-07-09 00:09:26.379293+00:00,,Alaskan Barley Wine Ale,18,36,,10.4,,,,,"Alaskan Barley Wine is produced in small batches each year. Typically this higher alcohol beverage is brewed in the spring, cellared in the tunnels of the Alaska-Juneau Gold Mine for the summer and retrieved in time for its release at the Great Alaska Beer and Barley Wine Festival in January. The cool tunnels of the mine shaft provide natural refrigeration and a prime environment for the aging process. 

Like a fine wine, Alaskan Barley Wine can be aged for years. The bottling of the 2007 vintage of Alaskan Barley Wine will allow individuals to age it to their liking. Ã¢â‚¬Å“We figured weÃ¢â‚¬â„¢d leave it up to individuals as to how long to age their Alaskan Barley Wine,Ã¢â‚¬Â said Quality Assurance Analyst Ryan Harvey. Ã¢â‚¬Å“Some people like barley wines fresh, and others store it for years.Ã¢â‚¬Â",,
82,2013-07-09 00:09:26.408303+00:00,2013-07-09 00:09:26.428979+00:00,,Breakup Bock,18,91,,7.0,,,,,,,
83,2013-07-09 00:09:26.485837+00:00,2013-07-09 00:09:26.527386+00:00,,Alaskan White Ale,18,68,,5.2999999999999998,,,,,"Alaskan White Ale has a soft, slightly sweet base with the unique spice aroma of coriander and crisp, citrus finish of orange peel. A light and effervescent body combined with the smooth palate creates a complex and delicate beer that is deliciously refreshing in any season.",,
84,2013-07-09 00:09:26.546214+00:00,2013-07-09 00:09:26.561729+00:00,,Export,19,1,,5.4000000000000004,,,,,,,
85,2013-07-09 00:09:26.582392+00:00,2013-07-09 00:09:26.601531+00:00,,Porteris,20,91,,7.0,,,,,,,
86,2013-07-09 00:09:26.647873+00:00,2013-07-09 00:09:26.661695+00:00,,Luksusa,20,1,,5.2000000000000002,,,,,,,
87,2013-07-09 00:09:26.679120+00:00,2013-07-09 00:09:26.716254+00:00,,Zelta,20,1,,5.0,,,,,,,
88,2013-07-09 00:09:26.738221+00:00,2013-07-09 00:09:26.757070+00:00,,Grand Cru 2006,22,1,,10.0,,,,,,,
89,2013-07-09 00:09:26.796105+00:00,2013-07-09 00:09:26.835582+00:00,,Wee Heavy,22,16,,9.5,,,,,,,
90,2013-07-09 00:09:26.882063+00:00,2013-07-09 00:09:26.915334+00:00,,X Extra Pale Ale,22,27,,5.0,,,,,,,
91,2013-07-09 00:09:26.954175+00:00,2013-07-09 00:09:26.961904+00:00,,Speedway Stout,22,44,,12.0,,,,,"A HUGE Imperial Stout that weighs in at an impressive 12% ABV! As if that's not enough, we added pounds of coffee for a little extra kick. Our special-edition Brewer's Reserve Speedway Stout, which is aged in Bourbon barrels, has been rated the #1 BEST BEER IN THE WORLD at ratebeer.com. It was also featured on CNBC's \Squawk Box\"" in a segment on the best dark beers in America.""",,
92,2013-07-09 00:09:27.016382+00:00,2013-07-09 00:09:27.100589+00:00,,Horny Devil,22,1,,10.0,,,,,,,
93,2013-07-09 00:09:27.129303+00:00,2013-07-09 00:09:27.236526+00:00,,Old Numbskull 2003,22,1,,10.0,,,,,,,
94,2013-07-09 00:09:27.246253+00:00,2013-07-09 00:09:27.254788+00:00,,Lil Devil,22,1,,,,,,,,,
95,2013-07-09 00:09:27.264356+00:00,2013-07-09 00:09:27.290878+00:00,,Grand Cru 2003,22,1,,10.0,,,,,,,
96,2013-07-09 00:09:27.301741+00:00,2013-07-09 00:09:27.323422+00:00,,IPA,22,32,,7.25,,,,,,,
97,2013-07-09 00:09:27.373387+00:00,2013-07-09 00:09:27.403861+00:00,,Anvil Ale,22,1,,5.5,,,,,,,
98,2013-07-09 00:09:27.423474+00:00,2013-07-09 00:09:27.460595+00:00,,Kona Coffee Stout,23,43,,,,,,,,,
99,2013-07-09 00:09:27.484958+00:00,2013-07-09 00:09:27.505055+00:00,,Pau Hana Porter,23,26,,,,,,,,,
