id,added,edited,beerdb_id,name,brewer,style,edition,abv,calories_oz,carbs_oz,original_gravity,specific_gravity,description,image,untappd_beer_id
474,2013-07-09 00:09:46.533186+00:00,2013-07-09 00:09:46.553184+00:00,,Amber Ale,101,34,,5.7999999999999998,,,,,Our flagship beer is made from mostly pale malt with some Munich and caramel malts. This gives it a slightly sweet flavor that is balanced by a melange of American hops. The result is a deep copper color and rich flavor.,,
475,2013-07-09 00:09:46.597135+00:00,2013-07-09 00:09:46.644899+00:00,,Best Brown Ale,101,39,,5.7999999999999998,,,,,Rich brown ale perfect for the fall and winter. Plenty of malt character and smooth sweet finish give this brown ale its distinct character.,,
476,2013-07-09 00:09:46.659128+00:00,2013-07-09 00:09:46.688181+00:00,,Bell's Cherry Stout,101,122,,7.0,,,,,"A rich and powerful beer with tart cherry appeal, make this a fine stout.",,
477,2013-07-09 00:09:46.735179+00:00,2013-07-09 00:09:46.741311+00:00,,Consecrator Doppelbock Beer,101,93,,8.0,,,,,"A traditional dopplebock fermented with a Bohemian lager yeast. Reddish brown in color, with a mild hop profile, Consecrator is a well balanced, full bodied beer with hints of caramel and molasses in its smooth, malty finish.",,
478,2013-07-09 00:09:46.777004+00:00,2013-07-09 00:09:46.811399+00:00,,Special Double Cream Stout,101,21,,6.0999999999999996,,,,,Sweeter and smoother than Kalamazoo Stout. A beer for special winter occasions. Great with chocolate desserts.,,
479,2013-07-09 00:09:46.827037+00:00,2013-07-09 00:09:46.854125+00:00,,Expedition Stout,101,44,,10.5,,,,,The vintage port of American stout. A good ale for the cellar. Well suited for November storms and trips across the Sahara.,,
480,2013-07-09 00:09:46.891477+00:00,2013-07-09 00:09:46.919592+00:00,,Hell Hath No Fury Ale,101,30,,7.7000000000000002,,,,,A brew that gives you either sympathy for the devil or the courage to face him. Goes especially well with your favorite lost my girl/truck/dog/trailer song.,,
481,2013-07-09 00:09:46.940221+00:00,2013-07-09 00:09:46.954496+00:00,,Hopslam Ale,101,33,,10.0,,,,,"A biting, bitter, tongue bruiser of an ale. With a name like Hopslam, what did you expect?",,
482,2013-07-09 00:09:47.022494+00:00,2013-07-09 00:09:47.064025+00:00,,Java Stout,101,44,,7.5,,,,,The satisfying elements of both stout and coffee come together in this full-bodied treat. A marriage of Sumatra's best with rich chocolate and roasted malt provides for a truly enlightening beer.,,
483,2013-07-09 00:09:47.083385+00:00,2013-07-09 00:09:47.099105+00:00,,Octoberfest Beer,101,85,,5.5,,,,,"A coppery amber lager that showcases a full bodied, malty flavor that is balanced by a refreshing bitterness derived from fine noble hops.",,
484,2013-07-09 00:09:47.127904+00:00,2013-07-09 00:09:47.178802+00:00,,Batch 8000,101,68,,9.0,,,,,"Batch 8,000 is part of our commemorative series celebrating our progress with special brews. Our 8,000th batch is a special recipe to be brewed only once. It is wheat ale spiced with Coriander, Orange Peel, and Paradise Seed. Best consumed fresh.",,
485,2013-07-09 00:09:47.234661+00:00,2013-07-09 00:09:47.246935+00:00,,Batch 7000,101,44,,12.0,,,,,"Batch 7000 is part of our commemorative series celebrating our progress with special brews. Our 7,000th batch is a special recipe to be brewed only once.",,
486,2013-07-09 00:09:47.272601+00:00,2013-07-09 00:09:47.289095+00:00,,Big Porch Ale,101,34,,5.7999999999999998,,,,,"This beer is brewed especially for the Grand Hotel located on Mackinaw Island, Michigan.",,
487,2013-07-09 00:09:47.325407+00:00,2013-07-09 00:09:47.344341+00:00,,Bell's Christmas Ale,101,16,,,,,,,"A Scotch Ale, Ã¢â‚¬Å“brewed with 100% Michigan barley and a blend of Pacific Northwest and Michigan hops.Ã¢â‚¬Â",,
488,2013-07-09 00:09:47.355769+00:00,2013-07-09 00:09:47.393944+00:00,,Bell's Batch 9000,101,31,,12.5,,,,,\Black,,
489,2013-07-09 00:09:47.423146+00:00,2013-07-09 00:09:47.446451+00:00,,The Oracle DIPA,101,33,,,,,,,A double IPA that is sure to make you as all-knowing as Pythia.  ItÃ¢â‚¬â„¢s just a matter of interpretation.,,
490,2013-07-09 00:09:47.477155+00:00,2013-07-09 00:09:47.503685+00:00,,IPA,102,32,,,,,,,,,
491,2013-07-09 00:09:47.541905+00:00,2013-07-09 00:09:47.558051+00:00,,Stout,102,43,,,,,,,,,
492,2013-07-09 00:09:47.588408+00:00,2013-07-09 00:09:47.602360+00:00,,Dunkle,102,1,,,,,,,,,
493,2013-07-09 00:09:47.633587+00:00,2013-07-09 00:09:47.652278+00:00,,Red,102,34,,,,,,,,,
494,2013-07-09 00:09:47.755033+00:00,2013-07-09 00:09:47.774498+00:00,,Pretty Girl Pilsner,102,1,,,,,,,,,
495,2013-07-09 00:09:47.804827+00:00,2013-07-09 00:09:47.835673+00:00,,Wheat,102,96,,,,,,,,,
496,2013-07-09 00:09:47.866009+00:00,2013-07-09 00:09:47.887750+00:00,,Steam Lager,102,1,,,,,,,,,
497,2013-07-09 00:09:47.910021+00:00,2013-07-09 00:09:47.937999+00:00,,Pale Ale,103,27,,,,,,,,,
498,2013-07-09 00:09:48.010577+00:00,2013-07-09 00:09:48.035022+00:00,,Weisse,104,1,,,,,,,,,
499,2013-07-09 00:09:48.110504+00:00,2013-07-09 00:09:48.119403+00:00,,Original Berliner Weisse,105,1,,,,,,,,,
500,2013-07-09 00:09:48.150143+00:00,2013-07-09 00:09:48.190314+00:00,,CH-47 Pale Ale,107,27,,5.0,,,,,"This light copper, dry finishing American Pale Ale is an excellent addition to the Brew Works fleet of pale ales. A hefty sling load weight of Chinook hops gives this beer its distinctive bite. Chinook and Amarillo hops contribute to its almost citrus aroma. A hopheads delight!",,
501,2013-07-09 00:09:48.223122+00:00,2013-07-09 00:09:48.264283+00:00,,Cassis Reserve Lambic â€˜06,107,71,,6.5,,,,,Aged for over a year! This traditional classic Belgisn style lambic is brewed using several varieties of Belgian lambic yeast and a generous amount of black currant concentrate to create a complex tart flavor. This brew is sure to become a Brew Works favorite!,,
502,2013-07-09 00:09:48.289305+00:00,2013-07-09 00:09:48.311194+00:00,,Arc Weld Alt,107,58,,5.2999999999999998,,,,,"Smooth and malty dark copper German ale common to Duseldorf. Brewed with imported Munich malts, tettnang hops and imported yeast giving this brew a unique flovor.",,
503,2013-07-09 00:09:48.346190+00:00,2013-07-09 00:09:48.352679+00:00,,Hop-Stuffed Pale Ale,108,27,,,,,,,,,
504,2013-07-09 00:09:48.371314+00:00,2013-07-09 00:09:48.387712+00:00,,Red Biddy / Real Biddy,109,1,,4.9000000000000004,,,,,,,
505,2013-07-09 00:09:48.440798+00:00,2013-07-09 00:09:48.459092+00:00,,De Horste Vermeer Traditional Dutch Ale,110,1,,8.0,,,,,,,
506,2013-07-09 00:09:48.489817+00:00,2013-07-09 00:09:48.511515+00:00,,Hollandia,110,96,,,,,,,,,
507,2013-07-09 00:09:48.565782+00:00,2013-07-09 00:09:48.578110+00:00,,Holland Beer,110,1,,,,,,,,,
508,2013-07-09 00:09:48.598853+00:00,2013-07-09 00:09:48.619373+00:00,,Quadrupel,111,1,,10.0,,,,,,,
509,2013-07-09 00:09:48.637769+00:00,2013-07-09 00:09:48.655242+00:00,,Tripel,111,1,,8.0,,,,,,,
510,2013-07-09 00:09:48.667193+00:00,2013-07-09 00:09:48.731251+00:00,,Dubbel,111,1,,7.0,,,,,,,
511,2013-07-09 00:09:48.754286+00:00,2013-07-09 00:09:48.770577+00:00,,La Trappe Quadrupel 2000/2001,111,1,,10.0,,,,,,,
512,2013-07-09 00:09:48.788807+00:00,2013-07-09 00:09:48.797551+00:00,,La Trappe Tripel,111,62,,8.0,,,,,,,
513,2013-07-09 00:09:48.817602+00:00,2013-07-09 00:09:48.834071+00:00,,La Trappe Enkel / La Trappe Blond,111,38,,6.5,,,,,,,
514,2013-07-09 00:09:48.876974+00:00,2013-07-09 00:09:48.891224+00:00,,La Trappe Dubbel,111,61,,6.5,,,,,,,
515,2013-07-09 00:09:48.911972+00:00,2013-07-09 00:09:48.938049+00:00,,Tilburg's Dutch Brown Ale,111,73,,5.0,,,,,,,
516,2013-07-09 00:09:48.971037+00:00,2013-07-09 00:09:48.987509+00:00,,Robertus,112,96,,6.0,,,,,"Christoffel Robertus is a low-fermenting ruby-red beer, brewed in the Münchener-style. It is a malty, fresh beer with a light sweetness. The typical hop bitterness found in Blond, is very lightly present in Robertus. The use of an extensive amount of selected barley gives Robertus the special malty taste and aroma.",,
517,2013-07-09 00:09:49.038735+00:00,2013-07-09 00:09:49.052547+00:00,,Christoffel Blond,112,38,,6.0,,,,,"Born as Ã¢â‚¬Å“Christoffel BierÃ¢â‚¬Â this was the first beer brewed by Christoffel. After the introduction of Christoffel Robertus, this beer was named Blond refering to the colour of the beer.  Blond is a low-fermenting beer with 6% alc.vol.

Blond has a full body, a very balanced taste and a beautiful bitterness due to a generous addition of fresh hop during the brewing-process. The aroma is fruity and Blond has a fresh taste with a pleasant, hoppy finish.",,
518,2013-07-09 00:09:49.080189+00:00,2013-07-09 00:09:49.092405+00:00,,Space-Aged Lager,113,96,,,,,,,,,
519,2013-07-09 00:09:49.115736+00:00,2013-07-09 00:09:49.163611+00:00,,Hell's Belle,114,73,,7.0,,,,,"This style originated in Belgium to compete with the pilsners from Czechoslovakia, Germany, and Poland. It is a fruity ale with very strong carbonation, with complex, spicy flavors like cloves.",,
520,2013-07-09 00:09:49.176990+00:00,2013-07-09 00:09:49.199857+00:00,,Bad Penny,114,39,,5.5,,,,,"This dark brown ale is slightly sweet with a caramel and dark fruit finish. A show case of fine English malts, floor malted the old way. We use pale, chocolate, and crystal malts to produce a complex, but easy drinking dark ale. Very reminescent of northern English ales.",,
521,2013-07-09 00:09:49.224993+00:00,2013-07-09 00:09:49.232971+00:00,,Angry Angel,114,1,,4.5,,,,,Our Kölsch is a refreshingly pale German style Ale. It is cold fermented and cold conditioned to achieve a beautiful balance between biscuit malt flavors and floral hop notes. It is light bodied and finishes somewhat dry to enhance it's easy drinking nature.,,
522,2013-07-09 00:09:49.261146+00:00,2013-07-09 00:09:49.285435+00:00,,Buck Naked,115,97,,3.2000000000000002,,,,,"An American-style \light beer\"".  Formulated to appeal to those who prefer a lighter tasting brew.""",,
523,2013-07-09 00:09:49.302531+00:00,2013-07-09 00:09:49.318872+00:00,,Big Buck Beer,115,27,,5.2000000000000002,,,,,"A standard American-style beer and our flagship brand.  A small amount of corn is added to the grist to give the brew a smooth character.  Features a rich, golden color and a light malt character balanced with a mild dose of hops.",,
524,2013-07-09 00:09:49.357886+00:00,2013-07-09 00:09:49.384427+00:00,,Raspberry Wheat,115,117,,4.7999999999999998,,,,,"An American wheat beer made with malted barley and malted wheat.  Lightly flavored with pure fruit to impart a subtle raspberry nose, a delicate fruit flavor and a slight pink hue.",,
525,2013-07-09 00:09:49.400959+00:00,2013-07-09 00:09:49.424362+00:00,,Stout,116,43,,,,,,,,,
526,2013-07-09 00:09:49.437731+00:00,2013-07-09 00:09:49.464993+00:00,,Black Lab Stout,117,43,,,,,,,,,
527,2013-07-09 00:09:49.487499+00:00,2013-07-09 00:09:49.512765+00:00,,Mythical White Grand Cru,118,1,,,,,,,,,
528,2013-07-09 00:09:49.533026+00:00,2013-07-09 00:09:49.546578+00:00,,Schaumbergfest,119,85,,,,,,,,,
529,2013-07-09 00:09:49.567637+00:00,2013-07-09 00:09:49.589175+00:00,,Light Lager,120,96,,,,,,,,,
530,2013-07-09 00:09:49.651369+00:00,2013-07-09 00:09:49.680156+00:00,,Old Sullivan Porter,120,26,,,,,,,,,
531,2013-07-09 00:09:49.698505+00:00,2013-07-09 00:09:49.721016+00:00,,Brotherhood Black & Tan,120,39,,,,,,,,,
532,2013-07-09 00:09:49.782188+00:00,2013-07-09 00:09:49.809917+00:00,,Clover Pale Ale,120,27,,,,,,,,,
533,2013-07-09 00:09:49.824681+00:00,2013-07-09 00:09:49.864185+00:00,,Lager,120,96,,,,,,,,,
534,2013-07-09 00:09:49.889889+00:00,2013-07-09 00:09:49.906573+00:00,,Red Truck Ale,120,34,,,,,,,,,
535,2013-07-09 00:09:49.923715+00:00,2013-07-09 00:09:49.946874+00:00,,#17 Cream Ale,120,96,,,,,,,,,
536,2013-07-09 00:09:49.968131+00:00,2013-07-09 00:09:49.976522+00:00,,Dry Stout,121,43,,,,,,,,,
537,2013-07-09 00:09:49.994446+00:00,2013-07-09 00:09:50.015014+00:00,,Extra Special Bitter,121,1,,,,,,,,,
538,2013-07-09 00:09:50.037731+00:00,2013-07-09 00:09:50.062949+00:00,,Nut Brown Ale,121,39,,,,,,,,,
539,2013-07-09 00:09:50.078507+00:00,2013-07-09 00:09:50.098654+00:00,,Pale Ale,121,27,,,,,,,,,
540,2013-07-09 00:09:50.119836+00:00,2013-07-09 00:09:50.205822+00:00,,Vienna Lager,121,96,,,,,,,,,
541,2013-07-09 00:09:50.230906+00:00,2013-07-09 00:09:50.252560+00:00,,Pilsner,121,1,,,,,,,,,
542,2013-07-09 00:09:50.267654+00:00,2013-07-09 00:09:50.276548+00:00,,Blonde Ale,121,1,,,,,,,,,
543,2013-07-09 00:09:50.319760+00:00,2013-07-09 00:09:50.326039+00:00,,Traditional Ale,122,39,,5.0,,,,,,,
544,2013-07-09 00:09:50.367856+00:00,2013-07-09 00:09:50.385136+00:00,,Cold Cock Porter (discontinued),122,26,,,,,,,,,
545,2013-07-09 00:09:50.437914+00:00,2013-07-09 00:09:50.463313+00:00,,Albino Rhino (discontinued),122,27,,,,,,,,,
546,2013-07-09 00:09:50.489823+00:00,2013-07-09 00:09:50.509714+00:00,,Buzzard Breath (discontinued),122,27,,5.0,,,,,,,
547,2013-07-09 00:09:50.530865+00:00,2013-07-09 00:09:50.543211+00:00,,Grasshopper,122,117,,,,,,,,,
548,2013-07-09 00:09:50.577342+00:00,2013-07-09 00:09:50.603009+00:00,,Crystal Ale,123,1,,,,,,,,,
549,2013-07-09 00:09:50.634223+00:00,2013-07-09 00:09:50.651916+00:00,,Trout Slayer,123,117,,4.7000000000000002,,,,,"Trout Slayer is a filtered wheat ale, fermented at cool temperatures, making it a smooth drinkable session beer. Brewed with Palisade, Glacier, and Mt. Hood hops, this straw colored beer is sure to please any craft beer drinker. IBU 35 SRM 5 ABV 4.7%",,
550,2013-07-09 00:09:50.669560+00:00,2013-07-09 00:09:50.679702+00:00,,Moose Drool Brown Ale,123,26,,5.2999999999999998,,,,,"It's chocolate brown in color with a creamy texture. A malty beer with just enough hop presence to keep it from being too sweet. The aroma mostly comes from the malt with a hint of spice added by the hops. Moose Drool is brewed with pale, caramel, chocolate, and whole black malts; and Kent Goldings, Liberty, and Willamette hops. It has an original gravity of 13 degrees Plato, and is 4.2% alcohol by weight, 5.3% by volume.",,
551,2013-07-09 00:09:50.711923+00:00,2013-07-09 00:09:50.739869+00:00,,Scape Goat Pale Ale,123,27,,4.7000000000000002,,,,,"Scape Goat is our award-winning Pale Ale. It is a very smooth brew, refreshing and well-balanced. Scape Goat took home the Gold Medal from the North American Brewers' Association competitions as the best English-style pale ale brewed west of the Mississippi, but only because it is the best. Scape Goat is brewed with pale, crystal malts, and Kent Goldings and Crystal Hops. Scape Goat is 3.8% alcohol by weight and 4.7% by volume.",,
552,2013-07-09 00:09:50.766122+00:00,2013-07-09 00:09:50.798676+00:00,,Powder Hound Winter Ale,123,14,,,,,,,"Two words describe Montana winters... Cold, dark, and snowy. And we wouldn't have it any other way, because it's the only time of year for Powder Hound, our Northern Rockies Winter Ale. Rich malt taste and an avalanche of hops will make you want to say these three words- \I'll have another Powder Hound!\""  

Since Powder Hound is our own creation",,
553,2013-07-09 00:09:50.815257+00:00,2013-07-09 00:09:50.829806+00:00,,Summer Honey Seasonal Ale,123,96,,,,,,,"Summer Honey is a full-flavored summer seasonal ale. Brewed with a unique, balanced blend of spices, Northwest Hops, and Montana honey. Summer Honey is brewed during the early days of spring and released around the first of May each year. Light colored, light bodied, and very drinkable, Summer Honey sacrifices nothing to create a flavorful beer that can be enjoyed during the height of the Summer. Available April through September",,
554,2013-07-09 00:09:50.856569+00:00,2013-07-09 00:09:50.869658+00:00,,IPA,123,32,,,,,,,"In Montana, many classic memories are made right after someone says, Ã¢â‚¬Å“Hold my beer and watch this.Ã¢â‚¬Â These bold, assertive moments deserve a bold, assertive beer Ã¢â‚¬â€œ Big Sky IPA. A distinct hop presence and malty backbone will leave you refreshed and ready for your moment of glory. Hang on tight and enjoy the ride.",,
555,2013-07-09 00:09:50.889415+00:00,2013-07-09 00:09:50.924248+00:00,,Slam Dunkelweizen,124,1,,8.0,,,,,,,
556,2013-07-09 00:09:50.953084+00:00,2013-07-09 00:09:50.981097+00:00,,Trombipulator,124,1,,,,,,,,,
557,2013-07-09 00:09:51.000466+00:00,2013-07-09 00:09:51.015903+00:00,,Faux Paddy Irish Ale,124,1,,,,,,,,,
558,2013-07-09 00:09:51.056740+00:00,2013-07-09 00:09:51.085257+00:00,,Black Mulligan Dublin Stout,124,43,,,,,,,,,
559,2013-07-09 00:09:51.155393+00:00,2013-07-09 00:09:51.195384+00:00,,Coal Creek Porter,124,26,,,,,,,,,
560,2013-07-09 00:09:51.216453+00:00,2013-07-09 00:09:51.233197+00:00,,Atlas Amber Ale,124,34,,,,,,,,,
561,2013-07-09 00:09:51.259635+00:00,2013-07-09 00:09:51.288591+00:00,,Prime Time Pale Ale,124,27,,,,,,,,,
562,2013-07-09 00:09:51.323022+00:00,2013-07-09 00:09:51.346488+00:00,,Snow Melt Nitrogen Pale,124,27,,,,,,,,,
563,2013-07-09 00:09:51.368339+00:00,2013-07-09 00:09:51.387559+00:00,,Old Rip Oatmeal Stout,124,43,,,,,,,,,
564,2013-07-09 00:09:51.412210+00:00,2013-07-09 00:09:51.440366+00:00,,Scarlet Fire IPA,124,32,,,,,,,,,
565,2013-07-09 00:09:51.450205+00:00,2013-07-09 00:09:51.469955+00:00,,Bhagwan's Best IPA,124,32,,5.0,,,,,"Building on a classic English style and adding some uniquely Northwest touches, Bhagwan's Best has developed fiercely loyal following wherever it is served.  Bursting with local hop flavor, bitterness, and aroma, it is a particular treat when served dry-hopped and cask-conditioned on Big Time's beer engine. O.G. 16 Plato (1.064), alcohol is approximately 5% by weight.",,
566,2013-07-09 00:09:51.501366+00:00,2013-07-09 00:09:51.521470+00:00,,Thundermuck Stout,125,43,,,,,,,,,
567,2013-07-09 00:09:51.545429+00:00,2013-07-09 00:09:51.562378+00:00,,Lager,126,1,,4.5,,,,,,,
568,2013-07-09 00:09:51.589748+00:00,2013-07-09 00:09:51.610485+00:00,,Sixtus,127,91,,,,,,,,,
569,2013-07-09 00:09:51.635454+00:00,2013-07-09 00:09:51.662372+00:00,,La Rossa,128,91,,7.2000000000000002,,,,,,,
570,2013-07-09 00:09:51.679560+00:00,2013-07-09 00:09:51.708951+00:00,,Birra Moretti La Rossa,128,91,,7.2000000000000002,,,,,"Birra Moretti La Rossa is a double boch beer produced using high quality 100% malted barley, giving it a rich sweet taste and an intense fragrance of roasted malt. The amber color that characterizes the beer, comes from the kind of malt used in the recipe (malt is dried, roasted barley). Another key ingredient is hops, the variety used is particularly aromatic, giving a characteristic bitter aftertaste and a delicate fragrance to the beer. The Master Brewers advise a service temperature between 10° and 12° C.",,
571,2013-07-09 00:09:51.732486+00:00,2013-07-09 00:09:51.742802+00:00,,Super,129,1,,8.0,,,,,,,
572,2013-07-09 00:09:51.767523+00:00,2013-07-09 00:09:51.825163+00:00,,Wayan,129,1,,5.5999999999999996,,,,,,,
573,2013-07-09 00:09:51.833878+00:00,2013-07-09 00:09:51.876457+00:00,,Noël,129,14,,,,,,,,,
574,2013-07-09 00:09:51.900897+00:00,2013-07-09 00:09:51.912996+00:00,,Nora,129,1,,7.0,,,,,,,
575,2013-07-09 00:09:51.934156+00:00,2013-07-09 00:09:51.963217+00:00,,Panil Barriquée,130,1,,,,,,,,,
576,2013-07-09 00:09:51.988476+00:00,2013-07-09 00:09:52.035900+00:00,,Organic Gingerbread Ale,131,1,,6.7999999999999998,,,,,,,
577,2013-07-09 00:09:52.067782+00:00,2013-07-09 00:09:52.087571+00:00,,Organic Barley Wine Ale 2005,131,1,,9.5,,,,,,,
578,2013-07-09 00:09:52.111968+00:00,2013-07-09 00:09:52.132779+00:00,,Organic Belgian Ale,131,1,,,,,,,,,
579,2013-07-09 00:09:52.148490+00:00,2013-07-09 00:09:52.180954+00:00,,Red Oak Ale,131,27,,,,,,,,,
580,2013-07-09 00:09:52.208542+00:00,2013-07-09 00:09:52.221517+00:00,,Bison Chocolate Stout,131,1,,,,,,,\This richly textured,,
581,2013-07-09 00:09:52.243945+00:00,2013-07-09 00:09:52.276432+00:00,,Premium Beer,132,78,,4.7999999999999998,,,,,"Bitburger guarantees premium quality and enjoyment. Drawing on almost 200 years of expertise, the full-bodied, light, Bitburger Premium Beer is of course brewed according to the German Purity Law. Its popular, dry-finished, hoppy taste has secured Bitburger Premium Beer position as Germany's no. 1 draught beer.

-http://www.bitburger.com/bitburger_beers/bitburger_premium_beer/product_bitburger_premium_beer/index.html",,
582,2013-07-09 00:09:52.303400+00:00,2013-07-09 00:09:52.318496+00:00,,Whiskey Stout,133,43,,,,,,,,,
583,2013-07-09 00:09:52.356441+00:00,2013-07-09 00:09:52.377549+00:00,,Tatonka Stout,134,44,,8.5,,,,,,,
584,2013-07-09 00:09:52.394066+00:00,2013-07-09 00:09:52.418968+00:00,,P.M. Porter,134,26,,6.4000000000000004,,,,,,,
585,2013-07-09 00:09:52.456286+00:00,2013-07-09 00:09:52.473175+00:00,,Jeremiah Red,134,23,,7.2999999999999998,,,,,,,
586,2013-07-09 00:09:52.494084+00:00,2013-07-09 00:09:52.535161+00:00,,Piranha Pale Ale,134,27,,5.7000000000000002,,,,,,,
587,2013-07-09 00:09:52.564181+00:00,2013-07-09 00:09:52.589337+00:00,,Harvest Hefeweizen,134,51,,4.9000000000000004,,,,,,,
588,2013-07-09 00:09:52.613593+00:00,2013-07-09 00:09:52.630246+00:00,,Brewhouse Blonde,134,1,,4.7000000000000002,,,,,,,
589,2013-07-09 00:09:52.667434+00:00,2013-07-09 00:09:52.688684+00:00,,Nutty Brewnette,134,39,,5.9000000000000004,,,,,,,
590,2013-07-09 00:09:52.745328+00:00,2013-07-09 00:09:52.758341+00:00,,BJ's Annual Grand Cru,134,66,,10.0,,,,,,,
591,2013-07-09 00:09:52.775663+00:00,2013-07-09 00:09:52.816751+00:00,,Nit Wit,134,68,,4.7000000000000002,,,,,,,
592,2013-07-09 00:09:52.842024+00:00,2013-07-09 00:09:52.865193+00:00,,Ale,135,1,,4.4000000000000004,,,,,,,
593,2013-07-09 00:09:52.892797+00:00,2013-07-09 00:09:52.907351+00:00,,Riggwelter Yorkshire Ale,135,1,,5.7000000000000002,,,,,,,
594,2013-07-09 00:09:52.934058+00:00,2013-07-09 00:09:52.971487+00:00,,Dark Ale,136,96,,,,,,,,,
595,2013-07-09 00:09:52.984914+00:00,2013-07-09 00:09:52.990417+00:00,,Blacksburger Pils,137,78,,4.7000000000000002,,,,,,,
596,2013-07-09 00:09:53.000484+00:00,2013-07-09 00:09:53.033097+00:00,,Nut Brown Ale,138,39,,,,,,,,,
597,2013-07-09 00:09:53.058889+00:00,2013-07-09 00:09:53.078267+00:00,,Chaser Pale,138,1,,,,,,,,,
598,2013-07-09 00:09:53.134573+00:00,2013-07-09 00:09:53.168481+00:00,,Blind Side Pale Ale,139,27,,,,,,,,,
599,2013-07-09 00:09:53.186382+00:00,2013-07-09 00:09:53.199518+00:00,,Hazelnut Stout,140,1,,,,,,,,,
600,2013-07-09 00:09:53.256202+00:00,2013-07-09 00:09:53.305832+00:00,,Altbier,142,39,,,,,,,,,
601,2013-07-09 00:09:53.332876+00:00,2013-07-09 00:09:53.344215+00:00,,Big Bad Dog Old English Ale,143,14,,,,,,,,,
602,2013-07-09 00:09:53.364031+00:00,2013-07-09 00:09:53.396108+00:00,,River Back Jack IPA,143,32,,,,,,,,,
603,2013-07-09 00:09:53.453285+00:00,2013-07-09 00:09:53.458471+00:00,,Arkham Stout,143,43,,,,,,,,,
604,2013-07-09 00:09:53.482893+00:00,2013-07-09 00:09:53.506318+00:00,,Red Toad Amber Ale,143,34,,,,,,,,,
605,2013-07-09 00:09:53.522755+00:00,2013-07-09 00:09:53.547723+00:00,,Off The Rail Pale Ale,143,27,,,,,,,,,
606,2013-07-09 00:09:53.582329+00:00,2013-07-09 00:09:53.598637+00:00,,Wigged Pig Wheat,143,96,,,,,,,,,
607,2013-07-09 00:09:53.623020+00:00,2013-07-09 00:09:53.643911+00:00,,Plaza Porter,144,26,,,,,,,,,
608,2013-07-09 00:09:53.699429+00:00,2013-07-09 00:09:53.710854+00:00,,Oatmeal Stout,145,22,,4.5,,,,,,,
609,2013-07-09 00:09:53.767299+00:00,2013-07-09 00:09:53.806398+00:00,,Toasted Lager,145,96,,5.2999999999999998,,,,,"TOASTED LAGER

Blue Point Brewing's award-winning Toasted Lager is our flagship product. Copper in color this brew is made from six different malts including: English Pale, Crystal, Munich, Carapils, Wheat and Belgian Caravienna. Toasted Lager displays a balanced flavor of malt and hop which makes for easy drinking. Special lager yeast is used to produce that long lasting, smooth finish. The \toasted\"" part of the name refers to our direct-fire brew kettleÃ¢â‚¬â„¢s hot flames that impart a toasted flavor to our most popular microbrew.""",,
610,2013-07-09 00:09:53.816446+00:00,2013-07-09 00:09:53.843398+00:00,,Spring Fling,145,27,,6.0,,,,,,,
611,2013-07-09 00:09:53.889655+00:00,2013-07-09 00:09:53.899093+00:00,,Hoptical Illusion,145,32,,6.7999999999999998,,,,,,,
612,2013-07-09 00:09:53.947416+00:00,2013-07-09 00:09:53.961812+00:00,,Fresh Hops Pale Ale,145,27,,5.0,,,,,"Blue Point Brewing's Pale Ale has a light golden color but explodes with a rich full-flavor. This refreshing ale is top-fermented and hopped at four different stages of the brewing process. English pale malt lends complexity to this brew. Small amounts of Wheat and Carapils round out the malt bill. Brewed to satisfy the hop lover, this pale ale has an immediate floral-citrus flavor that pervades the overall character of this hoppy, quenching microbrew.",,
613,2013-07-09 00:09:53.978440+00:00,2013-07-09 00:09:53.985006+00:00,,Oktoberfest,145,85,,5.0099999999999998,,,,,"Blue Point Octoberfest is another palate-pleasing seasonal brew. Originally brewed in 1810 to celebrate the betrothal of the Crown Prince of Bavaria, Blue Point continues the celebration by traditionally brewing this special malty amber lager every October. Octoberfest lager is stored cold for 2 months to ensure its distinct smooth flavor. Tap a pint and celebrate the season!",,
614,2013-07-09 00:09:54.024326+00:00,2013-07-09 00:09:54.056365+00:00,,Sour Cherry Imperial Stout,145,44,,,,,,,"An extremely complex version of the classic Russian beer style. Roasted, black, and chocolate malts deliver multi-layered coffee and sherry notes in a surprisingly smooth package. The beer is then matured with just a kiss of real sour red cherries.",,
615,2013-07-09 00:09:54.093770+00:00,2013-07-09 00:09:54.117899+00:00,,Colonel Paris Pale Ale,146,27,,4.5,,,,,A classic American pale ale with a taste not unlike fresh citrus follwed by a crisp and spicy bitterness.,,
616,2013-07-09 00:09:54.137993+00:00,2013-07-09 00:09:54.153750+00:00,,Altbier,147,39,,,,,,,,,
617,2013-07-09 00:09:54.175808+00:00,2013-07-09 00:09:54.190497+00:00,,Pub Ale Draught,149,1,,,,,,,,,
618,2013-07-09 00:09:54.204999+00:00,2013-07-09 00:09:54.220289+00:00,,Colorado Belle Dark,150,1,,,,,,,,,
619,2013-07-09 00:09:54.242581+00:00,2013-07-09 00:09:54.280278+00:00,,Bonaventure Pale Ale,151,27,,5.5,,,,,Light amber color and a mild malty background. Well-hopped featuring Cascade hops with a distinct floral finish.,,
620,2013-07-09 00:09:54.300673+00:00,2013-07-09 00:09:54.320688+00:00,,Promethean Porter,152,26,,,,,,,,,
